ISIN,Company,LEVEL2 SECTOR NAME,LEVEL3 SECTOR NAME,LEVEL4 SECTOR NAME,LEVEL5 SECTOR NAME,GEOGRAPHIC DESCR.,TotalValue,EV,SUPPLIERCOSTS
DE000A1ML7J1,VONOVIA,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",GERMANY,"93,414,251,000","75,983,259,370","4,114,391,070"
US45687V1061,INGERSOLL RAND,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Industrial,UNITED STATES,"17,983,700,000","35,274,990,000","4,859,813,976"
KYG960071028,WH GROUP,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,HONG KONG,"19,787,699,000","13,910,810,000","19,726,937,564"
KR7180640005,HANJIN KAL,Consumer Discretion,Travel & Leisure,Travel & Leisure,Airlines,SOUTH KOREA,"2,856,514,000",NA,"113,248,634"
PHY077751022,BDO UNIBANK,Financials,Banks,Banks,Banks,PHILIPPINES,"84,294,354,000",NA,"3,478,527,011"
MYL6947OO005,CELCOMDIGI,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,MALAYSIA,"8,026,210,000","13,299,530,470","1,417,328,009"
GB00B0SWJX34,LONDON STOCK EXCHANGE GROUP,Financials,Financial Services,Finance & Credit Svs,Fin. Data Providers,UNITED KINGDOM,"916,957,184,000","77,722,336,110","3,365,217,755"
CA00208D4084,ARC RESOURCES,Energy,Energy,"Oil, Gas and Coal",Oil: Crude Producers,CANADA,"9,108,408,000","6,380,737,250","2,684,085,661"
CNE100000RJ0,AGRICULTURAL BANK OF CHINA 'A',Financials,Banks,Banks,Banks,CHINA,"5,903,351,033,000","414,148,676,620","112,273,898,615"
IE00BFRT3W74,ALLEGION,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Elec. Eq: Control,UNITED STATES,"4,156,400,000","16,527,540,000","2,701,535,707"
US9224751084,VEEVA SYSTEMS CL.A,Health Care,Health Care,Health Care Providers,Health Care Services,UNITED STATES,"6,995,837,000","43,927,710,000","1,146,264,072"
US43300A2033,HILTON WORLDWIDE HDG.,Consumer Discretion,Travel & Leisure,Travel & Leisure,Hotels & Motels,UNITED STATES,"16,204,000,000","74,950,750,000","2,708,298,149"
QA000VSUG130,MESAIEED PETROCHEMICAL,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,QATAR,"4,588,661,000",NA,"148,804,135"
NL0010545661,CNH INDUSTRIAL N V,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Agri.,ITALY,"42,006,000,000","16,814,190,000","13,324,017,971"
US45866F1049,INTERCONTINENTAL EX.,Financials,Financial Services,Inv. Banking & Broker,Investment Services,UNITED STATES,"139,428,000,000",NA,"3,017,903,087"
IL0011301780,WIX COM,Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,UNITED STATES,"1,911,076,000","8,090,555,000","747,886,605"
US36467J1088,GAMING AND LEIS.PROPS.,Real Estate,Real Estate,REITs,Other Specialty REITs,UNITED STATES,"13,075,949,000","20,941,170,000","526,271,065"
JP3970300004,RECRUIT HOLDINGS,Industrials,Ind. Goods & Services,Ind. Support Services,"Training, Emp. Agency",JAPAN,"17,087,277,000","67,519,514,490","15,059,650,801"
US24703L2025,DELL TECHNOLOGIES C,Technology,Technology,"Tech. Hardware, Equip",Computer Hardware,UNITED STATES,"76,949,000,000","117,645,900,000","68,449,855,535"
CNE100001T64,SHAANXI COAL IND.'A',Energy,Energy,"Oil, Gas and Coal",Coal,CHINA,"30,828,568,000","29,560,765,370","18,150,756,080"
KYG066341028,AUTOHOME 'A',Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,CHINA,"4,098,573,000","1,093,357,650","407,638,701"
SA1510P1UMH1,DR SULAIMAN AL HABIB MED. GRP,Health Care,Health Care,Health Care Providers,Health Care Facility,SAUDI ARABIA,"5,471,338,000","26,235,035,320","1,244,042,651"
KYG9829N1025,XINYI SOLAR HOLDINGS,Energy,Energy,Alternative Energy,Renewable Energy Eq.,HONG KONG,"7,777,476,000","6,130,555,090","2,443,275,897"
KYG8190F1028,SILERGY,Technology,Technology,"Tech. Hardware, Equip",Semiconductors,TAIWAN,"1,230,419,000","2,005,800,240","403,187,104"
FR0004125920,AMUNDI (WI),Financials,Financial Services,Inv. Banking & Broker,"Asset Mngr, Custodian",FRANCE,"39,438,839,000","13,737,999,370","1,743,774,991"
CNE100001SP3,ZHEJIANG ZHENENG ELEC. POWER 'A',Utilities,Utilities,Electricity,Alt. Electricity,CHINA,"20,978,646,000",NA,"7,515,374,582"
CNE100003LQ2,BANK OF SUZHOU 'A',Financials,Banks,Banks,Banks,CHINA,"94,645,632,000",NA,"2,003,179,782"
CA92938W2022,WSP GLOBAL,Industrials,Construction & Mats,Construction & Mats,Eng. & Contract Svs,CANADA,"13,763,815,000","27,215,006,600","8,396,661,683"
CNE100001RG4,GUANGZHOU TINCI MATS. TECH.'A',Basic Materials,Chemicals,Chemicals,Specialty Chemicals,CHINA,"3,264,294,000","10,213,697,150","1,272,711,447"
CNE100001RQ3,MUYUAN FOODS 'A',Consumer Staples,"Food, Bev. and Tobacc",Food Producers,"Farming, Fishing",CHINA,"25,694,087,000","37,573,021,080","14,308,135,314"
CNE100001SL2,FOSHAN HAI TIAN FLFD.'A',Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,CHINA,"5,544,259,000","27,372,916,590","2,790,314,457"
JP3752900005,JAPAN POST HOLDINGS,Financials,Insurance,Life Insurance,Life Insurance,JAPAN,"1,979,187,381,000",NA,"54,574,856,080"
TW0006446008,PHARMAESSENTIA,Health Care,Health Care,Pharm. & Biotech,Biotechnology,TAIWAN,"913,273,000",NA,"163,103,336"
SA15CGS10H12,ACWA POWER,Utilities,Utilities,Electricity,Conv. Electricity,SAUDI ARABIA,"15,075,298,000","56,626,322,490","1,044,721,796"
US8522341036,BLOCK A,Industrials,Ind. Goods & Services,Ind. Support Services,Transaction Process,UNITED STATES,"34,976,601,000","30,599,820,000","15,269,556,253"
US0404132054,ARISTA NETWORKS,Telecommunications,Telecommunications,Telecom. Equipment,Telecom. Equipment,UNITED STATES,"12,603,503,000","169,500,300,000","5,277,524,312"
US70432V1026,PAYCOM SOFTWARE,Technology,Technology,Software & Comp. Svs.,Software,UNITED STATES,"5,859,900,000","9,422,570,000","790,506,899"
KYG8208B1014,JD COM 'A',Consumer Discretion,Retailers,Retailers,Diversified Retailers,CHINA,"95,331,403,000","32,686,388,530","122,093,604,914"
US87165B1035,SYNCHRONY FINANCIAL,Industrials,Ind. Goods & Services,Ind. Support Services,Transaction Process,UNITED STATES,"119,463,000,000","26,405,440,000","15,476,526,306"
US03990B1017,ARES MANAGEMENT A,Financials,Financial Services,Inv. Banking & Broker,"Asset Mngr, Custodian",UNITED STATES,"24,642,414,000","46,354,990,000","1,081,660,499"
MXCFFI170008,PROLOGIS PROPERTY MEXICO REIT,Real Estate,Real Estate,REITs,Industrial REITs,MEXICO,"9,272,403,000","7,858,982,460","139,006,959"
IE00BLS09M33,PENTAIR,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Elec. Eq: Pollution,UNITED STATES,"6,316,900,000","18,527,700,000","2,923,978,046"
CNE100001TH8,JIANGSU KINGS LUCK BRJST.'A',Consumer Staples,"Food, Bev. and Tobacc",Beverages,Distillers & Vintners,CHINA,"3,210,682,000","6,162,697,960","848,304,895"
NL0006294274,EURONEXT,Financials,Financial Services,Inv. Banking & Broker,Investment Services,FRANCE,"288,974,129,000","16,252,834,590","433,841,338"
AU000000SCG8,SCENTRE GROUP UNIT,Real Estate,Real Estate,REITs,Retail REITs,AUSTRALIA,"22,508,838,000","23,617,698,050","559,658,141"
NL0010832176,ARGENX,Health Care,Health Care,Pharm. & Biotech,Biotechnology,BELGIUM,"5,279,690,000","47,375,220,000","1,154,753,692"
DE0005470306,CTS EVENTIM,Consumer Discretion,Media,Media,Entertainment,GERMANY,"4,177,558,000","8,000,152,370","1,245,455,478"
IL0011334468,CYBER ARK SOFTWARE,Technology,Technology,Software & Comp. Svs.,Software,UNITED STATES,"3,345,090,000","21,719,740,000","420,079,362"
DE0007164600,SAP,Technology,Technology,Software & Comp. Svs.,Software,GERMANY,"73,981,213,000","305,602,175,960","14,855,045,123"
CNE100003MP2,CHIN.RY.SIGN.& COMM.'A',Industrials,Ind. Goods & Services,Ind. Transportation,Railroad Equipment,CHINA,"16,068,995,000","4,872,007,820","2,670,603,552"
INE646L01027,INTERGLOBE AVIATION,Consumer Discretion,Travel & Leisure,Travel & Leisure,Airlines,INDIA,"13,504,259,000","29,577,505,470","5,394,723,338"
CNE100003N43,CGN POWER 'A',Utilities,Utilities,Electricity,Conv. Electricity,CHINA,"57,919,733,000","60,236,665,500","7,555,974,625"
ES0105066007,CELLNEX TELECOM,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,SPAIN,"44,537,694,000","45,943,932,190","2,253,080,422"
CNE100001VX1,HANGZHOU FIRST APPLIED MATERIAL 'A',Industrials,Ind. Goods & Services,General Industrials,Plastics,CHINA,"2,883,088,000","4,981,918,650","1,880,646,103"
CNE1000028B9,SERES GROUP 'A',Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Automobiles,CHINA,"12,725,759,000","22,321,792,980","15,052,832,223"
US4435731009,HUBSPOT,Technology,Technology,Software & Comp. Svs.,Software,UNITED STATES,"3,795,833,000","25,290,850,000","1,102,958,193"
DE000ZAL1111,ZALANDO,Consumer Discretion,Retailers,Retailers,Apparel Retailers,GERMANY,"8,257,884,000","5,936,087,620","8,260,035,929"
US49338L1035,KEYSIGHT TECHNOLOGIES,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Elec. Eq: Gauges,UNITED STATES,"8,891,000,000","30,340,720,000","3,565,809,418"
CNE100001T23,NINGBO ORIENT WIRES & CABLES 'A',Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Electrical Components,CHINA,"1,653,188,000","5,412,944,910","892,115,528"
CNE100006M90,HUA HONG SEMICONDUCTOR 'A',Technology,Technology,"Tech. Hardware, Equip",Semiconductors,HONG KONG,"12,415,547,000","28,503,280,000","1,441,682,152"
NL00150001Q9,STELLANTIS,Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Automobiles,ITALY,"210,447,691,000","22,561,259,030","125,512,711,307"
TW0006488000,GLOBALWAFERS,Technology,Technology,"Tech. Hardware, Equip",Semiconductors,TAIWAN,"6,733,138,000","7,445,599,110","1,368,203,506"
KR7207940008,SAMSUNG BIOLOGICS SUSP - SUSP.30/10/25,Health Care,Health Care,Pharm. & Biotech,Biotechnology,SOUTH KOREA,"11,776,063,000","55,435,444,580","1,696,711,825"
KR7196170005,ALTEOGEN,Health Care,Health Care,Pharm. & Biotech,Biotechnology,SOUTH KOREA,"236,268,000","17,137,679,000","38,377,482"
INE540L01014,ALKEM LABORATORIES,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,INDIA,"1,866,430,000","7,384,857,410","833,171,520"
CH0244767585,UBS GROUP,Financials,Financial Services,Inv. Banking & Broker,"Asset Mngr, Custodian",SWITZERLAND,"1,555,162,854,000",NA,"21,704,961,461"
CNE100001Y42,CHAOZHOU THREE-CIRCLE (GROUP) 'A',Technology,Technology,"Tech. Hardware, Equip",Electronic Components,CHINA,"3,242,600,000","12,287,596,950","723,675,277"
SE0015949201,LIFCO B,Industrials,Ind. Goods & Services,General Industrials,Divers. Industrials,SWEDEN,"3,481,317,000","18,668,105,100","1,695,892,196"
GB00BMJ6DW54,INFORMA,Consumer Discretion,Media,Media,Media Agencies,UNITED KINGDOM,"17,038,902,000","20,343,333,670","1,905,673,130"
IE00BY7QL619,JOHNSON CONTROLS INTL.,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Elec. Eq: Control,UNITED STATES,"42,695,000,000","81,343,680,000","16,437,529,174"
CA76131D1033,RESTAURANT BRANDS INTL.,Consumer Discretion,Travel & Leisure,Travel & Leisure,Restaurants & Bars,CANADA,"24,628,598,000",NA,"4,578,345,494"
CNE100001V45,SPRING AIRLINES 'A',Consumer Discretion,Travel & Leisure,Travel & Leisure,Airlines,CHINA,"5,923,257,000","8,442,569,890","1,563,572,537"
US22822V1017,CROWN CASTLE,Real Estate,Real Estate,REITs,Infrastructure REITs,UNITED STATES,"32,736,000,000","64,323,060,000","2,251,330,231"
TW0008464009,NIEN MADE ENTERPRISE,Consumer Discretion,Consumer Prod & Svs,Hhold Gds & Home Con.,Household Furnishings,TAIWAN,"1,142,830,000","3,123,324,960","743,681,234"
CNE100001V60,SHANGHAI M&G STNERY.'A',Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Nondur.Household Prod,CHINA,"2,242,576,000","3,417,124,060","2,659,241,675"
CNE100001Y83,MANGO EXCELLENT MEDIA 'A',Consumer Discretion,Media,Media,Entertainment,CHINA,"4,291,322,000","6,816,484,360","826,054,693"
CNE100001YF2,KUNLUN TECH 'A',Consumer Discretion,Consumer Prod & Svs,Leisure Goods,Elec. Entertainment,CHINA,"2,831,618,000","4,705,382,760","540,941,141"
FR0014000MR3,EUROFINS SCIEN.,Health Care,Health Care,Medical Eq. Services,Medical Services,FRANCE,"11,139,844,000","17,350,002,070","3,334,669,360"
US46284V1017,IRON MOUNTAIN,Real Estate,Real Estate,REITs,Other Specialty REITs,UNITED STATES,"18,717,115,000","46,787,440,000","2,108,020,105"
IE00BTN1Y115,MEDTRONIC,Health Care,Health Care,Medical Eq. Services,Medical Equipment,UNITED STATES,"87,640,000,000","133,343,600,000","15,537,679,001"
CNE100001XQ1,SUZHOU TFC OPTC.COMM.'A',Telecommunications,Telecommunications,Telecom. Equipment,Telecom. Equipment,CHINA,"644,426,000","13,443,586,320","335,713,784"
CNE100001TS5,YIFENG PHMCY.CHN.'A',Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Drug Retailers,CHINA,"3,812,180,000","4,089,034,770","2,641,011,459"
ES0105046017,AENA SME,Industrials,Ind. Goods & Services,Ind. Transportation,Transport Services,SPAIN,"17,529,257,000","45,805,636,290","3,496,441,724"
US98954M2008,ZILLOW GROUP CLASS C,Real Estate,Real Estate,Real Estate Inv & Svs,Real Estate Services,UNITED STATES,"5,829,000,000","16,776,870,000","1,707,608,830"
US3802371076,GODADDY CL.A,Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,UNITED STATES,"7,053,900,000","23,180,180,000","1,919,682,535"
CNE1000023J3,NINGBO TUOPU GP.'A',Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Auto Parts,CHINA,"5,110,753,000","16,183,407,230","2,815,723,113"
CNE100001YW7,LENS TECHNOLOGY 'A',Technology,Technology,"Tech. Hardware, Equip",Electronic Components,CHINA,"10,909,156,000","18,771,414,840","6,858,711,767"
CA36168Q1046,GFL ENVIRONMENTAL SUBORDINATE VOTING,Utilities,Utilities,Waste & Disposal Svs,Waste & Disposal Svs,CANADA,"14,600,278,000","19,806,925,240","2,707,866,253"
KYG217651051,CK HUTCHISON HOLDINGS,Industrials,Ind. Goods & Services,General Industrials,Divers. Industrials,HONG KONG,"140,887,292,000","27,076,355,370","25,966,848,860"
SE0012673267,EVOLUTION,Consumer Discretion,Travel & Leisure,Travel & Leisure,Casinos & Gambling,SWEDEN,"5,535,363,000","13,056,678,830","1,307,935,099"
GB00BVYVFW23,AUTO TRADER GROUP,Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,UNITED KINGDOM,"824,144,000","8,844,729,950","325,685,316"
MYL5285OO001,SD GUTHRIE,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,"Farming, Fishing",MALAYSIA,"7,066,204,000","10,131,624,350","3,357,816,960"
CNE100001Z58,RG.INTEL.CMPTG.TGP. 'A',Industrials,Ind. Goods & Services,General Industrials,Containers & Package,CHINA,"4,283,980,000",NA,"428,710,333"
CA82509L1076,SHOPIFY SUBD.VTG.SHS.'A',Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,CANADA,"11,309,551,000","197,346,700,000","3,029,797,770"
US29452E1010,EQUITABLE HOLDINGS,Financials,Financial Services,Inv. Banking & Broker,"Asset Mngr, Custodian",UNITED STATES,"295,866,000,000","18,122,530,000","3,697,130,149"
KYG2177B1014,CK ASSET HOLDINGS,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",HONG KONG,"64,222,423,000","12,994,470,200","4,476,098,667"
AU000000S320,SOUTH32,Basic Materials,Basic Resources,Ind. Metals & Mining,General Mining,AUSTRALIA,"13,189,682,000","10,989,800,000","4,496,893,666"
CNE100001ZY0,JUNEYAO AIRL.'A',Consumer Discretion,Travel & Leisure,Travel & Leisure,Airlines,CHINA,"6,373,462,000","5,344,195,150","1,727,360,092"
CNE1000023N5,ZHEJIANG WEIMING ENVM. PROTC.'A',Utilities,Utilities,Waste & Disposal Svs,Waste & Disposal Svs,CHINA,"3,724,904,000",NA,"486,653,095"
CNE1000022H9,ANHUI YINGJIA DISTILLERY LID 'A',Consumer Staples,"Food, Bev. and Tobacc",Beverages,Distillers & Vintners,CHINA,"1,817,784,000","4,190,278,930","538,805,877"
IT0005090300,INFRASTRUTTURE WIRELESS ITALIANE SPA NPV,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,ITALY,"9,810,616,000","15,451,352,870","536,219,796"
CNE1000020V4,VICTORY GIT.TECH.HUIZHOU 'A',Technology,Technology,"Tech. Hardware, Equip",Electronic Components,CHINA,"2,619,832,000",NA,"1,053,039,219"
CA33767E2024,FIRSTSERVICE,Real Estate,Real Estate,Real Estate Inv & Svs,Real Estate Services,CANADA,"4,192,159,000","8,837,832,000","3,802,585,974"
US6323071042,NATERA,Health Care,Health Care,Medical Eq. Services,Medical Services,UNITED STATES,"1,660,735,000","24,007,120,000","786,178,204"
US70450Y1038,PAYPAL HOLDINGS,Industrials,Ind. Goods & Services,Ind. Support Services,Transaction Process,UNITED STATES,"81,611,000,000","53,733,970,000","20,128,726,561"
HK0000311099,CHINA RESOURCES PHARMACEUTICAL GROUP,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,HONG KONG,"35,047,205,000","16,912,791,080","19,764,704,126"
CNE100003HV0,FLAT GLASS GROUP 'A',Industrials,Ind. Goods & Services,General Industrials,Glass,CHINA,"5,835,908,000","6,986,527,870","1,866,000,687"
US90353T1007,UBER TECHNOLOGIES,Consumer Discretion,Consumer Prod & Svs,Consumer Services,Consumer Svs: Misc.,UNITED STATES,"45,073,000,000","200,615,700,000","24,703,379,437"
INE192R01011,AVENUE SUPERMARTS,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Food Retail & Wsale,INDIA,"2,844,514,000","30,616,668,010","5,563,756,059"
INE214T01019,LTIMINDTREE,Technology,Technology,Software & Comp. Svs.,Computer Services,INDIA,"3,557,635,000","17,490,159,640","1,866,632,688"
US0130911037,ALBERTSONS COMPANY A,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Food Retail & Wsale,UNITED STATES,"26,755,700,000","18,681,100,000","64,405,336,933"
JP3233250004,JAPAN POST INSURANCE,Financials,Insurance,Life Insurance,Life Insurance,JAPAN,"393,385,103,000",NA,"28,076,011,735"
US74624M1027,PURE STORAGE CL.A,Technology,Technology,"Tech. Hardware, Equip",Computer Hardware,UNITED STATES,"3,963,942,000","24,801,660,000","2,269,197,193"
DE000A40KY26,COVESTRO V,NA,NA,NA,NA,GERMANY,NA,NA,NA
DE000A12DM80,SCOUT24,Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,GERMANY,"2,145,434,000","7,908,781,940","246,167,005"
US42824C1099,HEWLETT PACKARD ENTER.,Technology,Technology,Software & Comp. Svs.,Computer Services,UNITED STATES,"68,866,000,000","50,491,360,000","12,646,347,356"
US02079K3059,ALPHABET 'A',Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,UNITED STATES,"433,076,000,000","3,435,757,000,000","146,926,318,873"
CA4488112083,HYDRO ONE,Utilities,Utilities,Electricity,Conv. Electricity,CANADA,"25,417,212,000","36,366,294,720","3,677,171,331"
INE092T01019,IDFC FIRST BANK,Financials,Banks,Banks,Banks,INDIA,"40,132,247,000","2,637,748,370","2,942,710,829"
INE795G01014,HDFC LIFE INSURANCE COMPANY,Financials,Insurance,Life Insurance,Life Insurance,INDIA,"40,879,992,000","7,906,602,240","8,099,897,387"
IE00BFY8C754,STERIS,Health Care,Health Care,Medical Eq. Services,Medical Equipment,UNITED STATES,"10,146,811,000","28,820,940,000","2,529,391,167"
GB00BNGDN821,MELROSE INDUSTRIES,Industrials,Ind. Goods & Services,Aerospace & Defense,Aerospace,UNITED KINGDOM,"8,497,534,000",NA,"2,631,466,105"
CNE100004QL0,CHINA ENERGY ENGINEERING 'A',Industrials,Construction & Mats,Construction & Mats,Eng. & Contract Svs,CHINA,NA,NA,NA
KR7241560002,DOOSAN BOBCAT,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Const.,SOUTH KOREA,"8,160,659,000","3,416,741,480","3,918,551,636"
KYG3825B1059,GENSCRIPT BIOTECH,Health Care,Health Care,Pharm. & Biotech,Biotechnology,HONG KONG,"5,250,719,000","2,887,333,000","327,985,285"
US67059N1081,NUTANIX CL.A,Technology,Technology,Software & Comp. Svs.,Software,UNITED STATES,"3,283,194,000","23,927,230,000","1,065,340,273"
CNE100002FC6,CHINA MRCH.SHEKOU INDL. ZONE 'A',Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",CHINA,"115,786,389,000","47,278,313,840","18,133,733,558"
NL0011585146,FERRARI,Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Automobiles,ITALY,"9,588,952,000","70,307,200,050","5,341,773,232"
AU0000219529,THE LOTTERY CORPORATION,Consumer Discretion,Travel & Leisure,Travel & Leisure,Casinos & Gambling,AUSTRALIA,"2,886,906,000","8,168,699,410","1,401,972,849"
JP3305990008,YOKOHAMA FINANCIAL GROUP,Financials,Banks,Banks,Banks,JAPAN,"165,785,443,000","8,168,823,140","1,545,444,590"
CNE100002615,EOPTOLINK TECH.'A',Telecommunications,Telecommunications,Telecom. Equipment,Telecom. Equipment,CHINA,"1,642,703,000","47,510,326,550","892,719,503"
NL0010801007,IMCD GROUP,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,NETHERLANDS,"5,004,484,000","7,499,262,880","3,632,856,620"
SE0012853455,EQT,Financials,Financial Services,Inv. Banking & Broker,"Asset Mngr, Custodian",SWEDEN,"11,831,380,000","41,576,918,030","704,603,005"
AU000000WTC3,WISETECH GLOBAL,Technology,Technology,Software & Comp. Svs.,Software,AUSTRALIA,"2,219,963,000","23,469,840,000","331,342,948"
